Order,Family,Genus,Species,Genome Composition
Tymovirales,Betaflexiviridae,Divavirus,Diuris virus A,ssRNA(+)
Tymovirales,Betaflexiviridae,Divavirus,Diuris virus B,ssRNA(+)
Tymovirales,Betaflexiviridae,Divavirus,Hardenbergia virus A,ssRNA(+)
Tymovirales,Betaflexiviridae,Prunevirus,Apricot vein clearing associated virus,ssRNA(+)
Tymovirales,Betaflexiviridae,Prunevirus,Caucasus prunus virus,ssRNA(+)
Tymovirales,Betaflexiviridae,Tepovirus,Potato virus T,ssRNA(+)
Tymovirales,Betaflexiviridae,Tepovirus,Prunus virus T,ssRNA(+)
Tymovirales,Betaflexiviridae,Trichovirus,Apple chlorotic leaf spot virus,ssRNA(+)
Tymovirales,Betaflexiviridae,Trichovirus,Apricot pseudo-chlorotic leaf spot virus,ssRNA(+)
Tymovirales,Betaflexiviridae,Trichovirus,Cherry mottle leaf virus,ssRNA(+)
Tymovirales,Betaflexiviridae,Trichovirus,Grapevine berry inner necrosis virus,ssRNA(+)
Tymovirales,Betaflexiviridae,Trichovirus,Grapevine Pinot gris virus,ssRNA(+)
Tymovirales,Betaflexiviridae,Trichovirus,Peach mosaic virus,ssRNA(+)
Tymovirales,Betaflexiviridae,Trichovirus,Phlomis mottle virus,ssRNA(+)
Tymovirales,Betaflexiviridae,Vitivirus,Actinidia virus A,ssRNA(+)
Tymovirales,Betaflexiviridae,Vitivirus,Actinidia virus B,ssRNA(+)
Tymovirales,Betaflexiviridae,Vitivirus,Arracacha virus V,ssRNA(+)
Tymovirales,Betaflexiviridae,Vitivirus,Grapevine virus A,ssRNA(+)
Tymovirales,Betaflexiviridae,Vitivirus,Grapevine virus B,ssRNA(+)
Tymovirales,Betaflexiviridae,Vitivirus,Grapevine virus D,ssRNA(+)
Tymovirales,Betaflexiviridae,Vitivirus,Grapevine virus E,ssRNA(+)
Tymovirales,Betaflexiviridae,Vitivirus,Grapevine virus F,ssRNA(+)
Tymovirales,Betaflexiviridae,Vitivirus,Heracleum latent virus,ssRNA(+)
Tymovirales,Betaflexiviridae,Vitivirus,Mint virus 2,ssRNA(+)
Tymovirales,Deltaflexiviridae,Deltaflexivirus,Fusarium deltaflexivirus 1,ssRNA(+)
Tymovirales,Deltaflexiviridae,Deltaflexivirus,Sclerotinia deltaflexivirus 1,ssRNA(+)
Tymovirales,Deltaflexiviridae,Deltaflexivirus,Soybean-associated deltaflexivirus 1,ssRNA(+)
Tymovirales,Gammaflexiviridae,Mycoflexivirus,Botrytis virus F,ssRNA(+)
Tymovirales,Tymoviridae,Maculavirus,Grapevine fleck virus,ssRNA(+)
Tymovirales,Tymoviridae,Marafivirus,Bermuda grass etched-line virus,ssRNA(+)
Tymovirales,Tymoviridae,Marafivirus,Blackberry virus S,ssRNA(+)
Tymovirales,Tymoviridae,Marafivirus,Citrus sudden death-associated virus,ssRNA(+)
Tymovirales,Tymoviridae,Marafivirus,Grapevine asteroid mosaic associated virus,ssRNA(+)
Tymovirales,Tymoviridae,Marafivirus,Grapevine Syrah virus 1,ssRNA(+)
Tymovirales,Tymoviridae,Marafivirus,Maize rayado fino virus,ssRNA(+)
Tymovirales,Tymoviridae,Marafivirus,Nectarine marafivirus M,ssRNA(+)
Tymovirales,Tymoviridae,Marafivirus,Oat blue dwarf virus,ssRNA(+)
Tymovirales,Tymoviridae,Marafivirus,Olive latent virus 3,ssRNA(+)
Tymovirales,Tymoviridae,Marafivirus,Peach marafivirus D,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Anagyris vein yellowing virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Andean potato latent virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Andean potato mild mosaic virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Belladonna mottle virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Cacao yellow mosaic virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Calopogonium yellow vein virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Chayote mosaic virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Chiltepin yellow mosaic virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Clitoria yellow vein virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Desmodium yellow mottle virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Dulcamara mottle virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Eggplant mosaic virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Erysimum latent virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Kennedya yellow mosaic virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Melon rugose mosaic virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Nemesia ring necrosis virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Okra mosaic virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Ononis yellow mosaic virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Passion fruit yellow mosaic virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Peanut yellow mosaic virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Petunia vein banding virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Physalis mottle virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Plantago mottle virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Scrophularia mottle virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Tomato blistering mosaic tymovirus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Turnip yellow mosaic virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Voandzeia necrotic mosaic virus,ssRNA(+)
Tymovirales,Tymoviridae,Tymovirus,Wild cucumber mosaic virus,ssRNA(+)
Tymovirales,Tymoviridae,Unassigned,Bombyx mori latent virus,ssRNA(+)
Tymovirales,Tymoviridae,Unassigned,Poinsettia mosaic virus,ssRNA(+)
Unassigned,Adenoviridae,Atadenovirus,Bovine atadenovirus D,dsDNA
Unassigned,Adenoviridae,Atadenovirus,Deer atadenovirus A,dsDNA
Unassigned,Adenoviridae,Atadenovirus,Duck atadenovirus A,dsDNA
Unassigned,Adenoviridae,Atadenovirus,Lizard atadenovirus A,dsDNA
Unassigned,Adenoviridae,Atadenovirus,Ovine atadenovirus D,dsDNA
Unassigned,Adenoviridae,Atadenovirus,Possum atadenovirus A,dsDNA
Unassigned,Adenoviridae,Atadenovirus,Psittacine atadenovirus A,dsDNA
Unassigned,Adenoviridae,Atadenovirus,Snake atadenovirus A,dsDNA
Unassigned,Adenoviridae,Aviadenovirus,Duck aviadenovirus B,dsDNA
Unassigned,Adenoviridae,Aviadenovirus,Falcon aviadenovirus A,dsDNA
Unassigned,Adenoviridae,Aviadenovirus,Fowl aviadenovirus A,dsDNA
Unassigned,Adenoviridae,Aviadenovirus,Fowl aviadenovirus B,dsDNA
Unassigned,Adenoviridae,Aviadenovirus,Fowl aviadenovirus C,dsDNA
Unassigned,Adenoviridae,Aviadenovirus,Fowl aviadenovirus D,dsDNA
Unassigned,Adenoviridae,Aviadenovirus,Fowl aviadenovirus E,dsDNA
Unassigned,Adenoviridae,Aviadenovirus,Goose aviadenovirus A,dsDNA
Unassigned,Adenoviridae,Aviadenovirus,Pigeon aviadenovirus A,dsDNA
Unassigned,Adenoviridae,Aviadenovirus,Pigeon aviadenovirus B,dsDNA
Unassigned,Adenoviridae,Aviadenovirus,Psittacine aviadenovirus B,dsDNA
Unassigned,Adenoviridae,Aviadenovirus,Turkey aviadenovirus B,dsDNA
Unassigned,Adenoviridae,Aviadenovirus,Turkey aviadenovirus C,dsDNA
Unassigned,Adenoviridae,Aviadenovirus,Turkey aviadenovirus D,dsDNA
Unassigned,Adenoviridae,Ichtadenovirus,Sturgeon ichtadenovirus A,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Bat mastadenovirus A,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Bat mastadenovirus B,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Bat mastadenovirus C,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Bat mastadenovirus D,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Bat mastadenovirus E,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Bat mastadenovirus F,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Bat mastadenovirus G,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Bovine mastadenovirus A,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Bovine mastadenovirus B,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Bovine mastadenovirus C,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Canine mastadenovirus A,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Deer mastadenovirus B,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Dolphin mastadenovirus A,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Dolphin mastadenovirus B,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Equine mastadenovirus A,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Equine mastadenovirus B,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Human mastadenovirus A,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Human mastadenovirus B,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Human mastadenovirus C,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Human mastadenovirus D,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Human mastadenovirus E,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Human mastadenovirus F,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Human mastadenovirus G,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Murine mastadenovirus A,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Murine mastadenovirus B,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Murine mastadenovirus C,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Ovine mastadenovirus A,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Ovine mastadenovirus B,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Platyrrhini mastadenovirus A,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Porcine mastadenovirus A,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Porcine mastadenovirus B,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Porcine mastadenovirus C,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Sea lion mastadenovirus A,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Simian mastadenovirus A,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Simian mastadenovirus B,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Simian mastadenovirus C,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Simian mastadenovirus D,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Simian mastadenovirus E,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Simian mastadenovirus F,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Simian mastadenovirus G,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Simian mastadenovirus H,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Simian mastadenovirus I,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Skunk mastadenovirus A,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Squirrel mastadenovirus A,dsDNA
Unassigned,Adenoviridae,Mastadenovirus,Tree shrew mastadenovirus A,dsDNA
Unassigned,Adenoviridae,Siadenovirus,Frog siadenovirus A,dsDNA
Unassigned,Adenoviridae,Siadenovirus,Great tit siadenovirus A,dsDNA
Unassigned,Adenoviridae,Siadenovirus,Penguin siadenovirus A,dsDNA
Unassigned,Adenoviridae,Siadenovirus,Raptor siadenovirus A,dsDNA
Unassigned,Adenoviridae,Siadenovirus,Skua siadenovirus A,dsDNA
Unassigned,Adenoviridae,Siadenovirus,Turkey siadenovirus A,dsDNA
Unassigned,Alphasatellitidae,Ageyesisatellite,Ageratum yellow vein Singapore alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Ageyesisatellite,Cotton leaf curl Saudi Arabia alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Clecrusatellite,Cleome leaf crumple alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Clecrusatellite,Croton yellow vein mosaic alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Clecrusatellite,Euphorbia yellow mosaic alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Clecrusatellite,Melon chlorotic mosaic alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Clecrusatellite,Sida Cuba alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Clecrusatellite,Tomato yellow spot alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Clecrusatellite,Whitefly associated Guatemala alphasatellite 2,ssDNA
Unassigned,Alphasatellitidae,Clecrusatellite,Whitefly associated Puerto Rico alphasatellite 1,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Ageratum enation alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Ageratum yellow vein alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Ageratum yellow vein China alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Ageratum yellow vein India alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Bhendi yellow vein alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Cassava mosaic Madagascar alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Chilli leaf curl alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Cotton leaf curl Egypt alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Cotton leaf curl Gezira alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Cotton leaf curl Lucknow alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Cotton leaf curl Multan alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Gossypium darwinii symptomless alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Malvastrum yellow mosaic alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Malvastrum yellow mosaic Cameroon alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Pedilanthus leaf curl alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Sida leaf curl alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Sida yellow vein Vietnam alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Sunflower leaf curl Karnataka alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Synedrella leaf curl alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Tobacco curly shoot alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Tomato leaf curl Buea alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Tomato leaf curl Cameroon alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Tomato yellow leaf curl China alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Tomato yellow leaf curl Thailand alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Colecusatellite,Tomato yellow leaf curl Yunnan alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Gosmusatellite,Gossypium mustelinum symptomless alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Gosmusatellite,Hollyhock yellow vein alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Gosmusatellite,Mesta yellow vein mosaic alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Gosmusatellite,Okra enation leaf curl alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Gosmusatellite,Okra yellow crinkle Cameroon alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Gosmusatellite,Vernonia yellow vein Fujian alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Unassigned,Dragonfly associated alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Unassigned,Whitefly associated Guetamala alphasatellite 1,ssDNA
Unassigned,Alphasatellitidae,Babusatellite,Banana bunchy top alphasatellite 2,ssDNA
Unassigned,Alphasatellitidae,Babusatellite,Banana bunchy top alphasatellite 1,ssDNA
Unassigned,Alphasatellitidae,Babusatellite,Banana bunchy top alphasatellite 3,ssDNA
Unassigned,Alphasatellitidae,Babusatellite,Cardamom bushy dwarf alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Clostunsatellite,Milk vetch dwarf alphasatellite 2,ssDNA
Unassigned,Alphasatellitidae,Clostunsatellite,Pea necrotic yellow dwarf alphasatellite 2,ssDNA
Unassigned,Alphasatellitidae,Clostunsatellite,Sophora yellow stunt alphasatellite 4,ssDNA
Unassigned,Alphasatellitidae,Clostunsatellite,Sophora yellow stunt alphasatellite 5,ssDNA
Unassigned,Alphasatellitidae,Clostunsatellite,Subterranean clover stunt alphasatellite 2,ssDNA
Unassigned,Alphasatellitidae,Fabenesatellite,Faba bean necrotic yellows alphasatellite 2,ssDNA
Unassigned,Alphasatellitidae,Milvetsatellite,Milk vetch dwarf alphasatellite 3,ssDNA
Unassigned,Alphasatellitidae,Mivedwarsatellite,Faba bean necrotic stunt alphasatellite,ssDNA
Unassigned,Alphasatellitidae,Mivedwarsatellite,Milk vetch dwarf alphasatellite 1,ssDNA
Unassigned,Alphasatellitidae,Mivedwarsatellite,Pea necrotic yellow dwarf alphasatellite 1,ssDNA
Unassigned,Alphasatellitidae,Mivedwarsatellite,Sophora yellow stunt alphasatellite 2,ssDNA
Unassigned,Alphasatellitidae,Sophoyesatellite,Sophora yellow stunt alphasatellite 3,ssDNA
Unassigned,Alphasatellitidae,Subclovsatellite,Faba bean necrotic yellows alphasatellite 1,ssDNA
Unassigned,Alphasatellitidae,Subclovsatellite,Sophora yellow stunt alphasatellit 1,ssDNA
Unassigned,Alphasatellitidae,Subclovsatellite,Subterranean clover stunt alphasatellite 1,ssDNA
Unassigned,Alphasatellitidae,Unassigned,Coconut foliar decay alphasatellite,ssDNA
Unassigned,Alphatetraviridae,Betatetravirus,Antheraea eucalypti virus,ssRNA(+)
Unassigned,Alphatetraviridae,Betatetravirus,Darna trima virus,ssRNA(+)
Unassigned,Alphatetraviridae,Betatetravirus,Dasychira pudibunda virus,ssRNA(+)
Unassigned,Alphatetraviridae,Betatetravirus,Nudaurelia capensis beta virus,ssRNA(+)
Unassigned,Alphatetraviridae,Betatetravirus,Philosamia cynthia x ricini virus,ssRNA(+)
Unassigned,Alphatetraviridae,Betatetravirus,Pseudoplusia includens virus,ssRNA(+)
Unassigned,Alphatetraviridae,Betatetravirus,Trichoplusia ni virus,ssRNA(+)
Unassigned,Alphatetraviridae,Omegatetravirus,Dendrolimus punctatus virus,ssRNA(+)
Unassigned,Alphatetraviridae,Omegatetravirus,Helicoverpa armigera stunt virus,ssRNA(+)
Unassigned,Alphatetraviridae,Omegatetravirus,Nudaurelia capensis omega virus,ssRNA(+)
Unassigned,Alvernaviridae,Dinornavirus,Heterocapsa circularisquama RNA virus 01,ssRNA(+)
Unassigned,Amalgaviridae,Amalgavirus,Blueberry latent virus,dsRNA
Unassigned,Amalgaviridae,Amalgavirus,Rhododendron virus A,dsRNA
Unassigned,Amalgaviridae,Amalgavirus,Southern tomato virus,dsRNA
Unassigned,Amalgaviridae,Amalgavirus,Vicia cryptic virus M,dsRNA
Unassigned,Ampullaviridae,Ampullavirus,Acidianus bottle-shaped virus,dsDNA
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 1,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 2,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 3,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 4,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 5,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 6,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 7,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 8,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 9,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 10,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 11,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 12,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 13,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 14,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 15,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 16,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 17,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 18,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 19,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 20,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 21,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 22,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 23,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 24,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 25,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 26,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 27,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 28,ssDNA(-)
Unassigned,Anelloviridae,Alphatorquevirus,Torque teno virus 29,ssDNA(-)
Unassigned,Anelloviridae,Betatorquevirus,Torque teno mini virus 1,ssDNA(-)
Unassigned,Anelloviridae,Betatorquevirus,Torque teno mini virus 2,ssDNA(-)
Unassigned,Anelloviridae,Betatorquevirus,Torque teno mini virus 3,ssDNA(-)
Unassigned,Anelloviridae,Betatorquevirus,Torque teno mini virus 4,ssDNA(-)
Unassigned,Anelloviridae,Betatorquevirus,Torque teno mini virus 5,ssDNA(-)
Unassigned,Anelloviridae,Betatorquevirus,Torque teno mini virus 6,ssDNA(-)
Unassigned,Anelloviridae,Betatorquevirus,Torque teno mini virus 7,ssDNA(-)
Unassigned,Anelloviridae,Betatorquevirus,Torque teno mini virus 8,ssDNA(-)
Unassigned,Anelloviridae,Betatorquevirus,Torque teno mini virus 9,ssDNA(-)
Unassigned,Anelloviridae,Betatorquevirus,Torque teno mini virus 10,ssDNA(-)
Unassigned,Anelloviridae,Betatorquevirus,Torque teno mini virus 11,ssDNA(-)
Unassigned,Anelloviridae,Betatorquevirus,Torque teno mini virus 12,ssDNA(-)
Unassigned,Anelloviridae,Deltatorquevirus,Torque teno tupaia virus,ssDNA(-)
Unassigned,Anelloviridae,Epsilontorquevirus,Torque teno tamarin virus,ssDNA(-)
Unassigned,Anelloviridae,Etatorquevirus,Torque teno felis virus,ssDNA(-)
Unassigned,Anelloviridae,Etatorquevirus,Torque teno felis virus 2,ssDNA(-)
Unassigned,Anelloviridae,Gammatorquevirus,Torque teno midi virus 1,ssDNA(-)
Unassigned,Anelloviridae,Gammatorquevirus,Torque teno midi virus 2,ssDNA(-)
Unassigned,Anelloviridae,Gammatorquevirus,Torque teno midi virus 3,ssDNA(-)
Unassigned,Anelloviridae,Gammatorquevirus,Torque teno midi virus 4,ssDNA(-)
Unassigned,Anelloviridae,Gammatorquevirus,Torque teno midi virus 5,ssDNA(-)
Unassigned,Anelloviridae,Gammatorquevirus,Torque teno midi virus 6,ssDNA(-)
Unassigned,Anelloviridae,Gammatorquevirus,Torque teno midi virus 7,ssDNA(-)
Unassigned,Anelloviridae,Gammatorquevirus,Torque teno midi virus 8,ssDNA(-)
Unassigned,Anelloviridae,Gammatorquevirus,Torque teno midi virus 9,ssDNA(-)
Unassigned,Anelloviridae,Gammatorquevirus,Torque teno midi virus 10,ssDNA(-)
Unassigned,Anelloviridae,Gammatorquevirus,Torque teno midi virus 11,ssDNA(-)
Unassigned,Anelloviridae,Gammatorquevirus,Torque teno midi virus 12,ssDNA(-)
Unassigned,Anelloviridae,Gammatorquevirus,Torque teno midi virus 13,ssDNA(-)
Unassigned,Anelloviridae,Gammatorquevirus,Torque teno midi virus 14,ssDNA(-)
Unassigned,Anelloviridae,Gammatorquevirus,Torque teno midi virus 15,ssDNA(-)
Unassigned,Anelloviridae,Gyrovirus,Chicken anemia virus,ssDNA(-)
Unassigned,Anelloviridae,Iotatorquevirus,Torque teno sus virus 1a,ssDNA(-)
Unassigned,Anelloviridae,Iotatorquevirus,Torque teno sus virus 1b,ssDNA(-)
Unassigned,Anelloviridae,Kappatorquevirus,Torque teno sus virus k2a,ssDNA(-)
Unassigned,Anelloviridae,Kappatorquevirus,Torque teno sus virus k2b,ssDNA(-)
Unassigned,Anelloviridae,Lambdatorquevirus,Torque teno zalophus virus 1,ssDNA(-)
Unassigned,Anelloviridae,Thetatorquevirus,Torque teno canis virus,ssDNA(-)
Unassigned,Anelloviridae,Zetatorquevirus,Torque teno douroucouli virus,ssDNA(-)
Unassigned,Arenaviridae,Hartmanivirus,Haartman hartmanivirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Allpahuayo mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Argentinian mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Bear Canyon mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Brazilian mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Cali mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Chapare mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Cupixi mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Flexal mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Gairo mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Guanarito mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Ippy mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Lassa mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Latino mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Loei River mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Lujo mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Luna mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Lunk mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Lymphocytic choriomeningitis mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Machupo mammarenavirus,ssRNA(+/-)
Unassigned,Arenaviridae,Mammarenavirus,Mariental mammarenavirus,ssRNA(+/-)
